이름,연도,dWAR,타석,홈런,타율,출루,장타,war,연봉
송광민,18  3B,-0.03,460,18,0.297,0.328,0.477,2.18,24000
이용규,18  CF,0.27,575,1,0.293,0.379,0.332,2.15,40000
최항,18  3B,0.49,257,7,0.293,0.384,0.45,1.97,4200
김민식,18  C,1.27,365,6,0.245,0.333,0.352,1.97,15000
이지영,18  C,0.62,203,2,0.343,0.406,0.433,1.97,21000
최재훈,18  C,1.44,341,1,0.262,0.337,0.329,1.91,8000
김주찬,18  1B,-1.45,471,18,0.34,0.375,0.52,1.85,40000
김선빈,18  SS,-0.03,492,4,0.295,0.374,0.373,1.85,28000
정수빈,18  CF,1.02,112,2,0.367,0.429,0.469,1.82,28000
박세혁,18  C,0.99,194,3,0.282,0.356,0.406,1.77,10000
김혜성,18  2B,0.92,473,5,0.27,0.328,0.367,1.72,2900
김성욱,18  CF,0.97,358,13,0.26,0.32,0.433,1.71,10500
노진혁,18  SS,0.57,458,11,0.283,0.337,0.431,1.71,4300
박용택,18  DH,-1.45,583,15,0.303,0.362,0.466,1.71,80000
이병규,18  LF,-0.35,257,10,0.273,0.432,0.49,1.71,9000
초이스,18  RF,-0.57,397,17,0.258,0.335,0.458,1.69,60000
권희동,18  LF,0.35,391,8,0.283,0.352,0.414,1.66,13000
임병욱,18  CF,0.12,447,13,0.293,0.327,0.468,1.65,5000
이천웅,18  LF,-0.66,405,2,0.34,0.407,0.435,1.6,8000
심우준,18  3B,2.2,403,4,0.259,0.304,0.371,1.56,6300
이재원,18  C,-2.12,471,17,0.329,0.405,0.514,1.56,35000
이범호,18  3B,-0.64,380,20,0.28,0.366,0.482,1.56,65000
양석환,18  1B,-0.25,519,22,0.263,0.303,0.455,1.47,16000
스크럭스,18  1B,-1.16,571,26,0.257,0.343,0.483,1.45,70000
신본기,18  SS,-0.19,479,11,0.294,0.357,0.442,1.44,9000
샌즈,18  RF,-0.07,93,12,0.314,0.355,0.767,1.43,9000
김성훈,18  SS,1.51,212,0,0.243,0.321,0.324,1.42,4700
정주현,18  2B,0.51,339,6,0.261,0.324,0.38,1.38,5000
가르시아,18  3B,-0.31,206,8,0.339,0.383,0.519,1.27,80000
나주환,18  SS,0.12,420,12,0.262,0.339,0.428,1.26,30000
김강민,18  CF,-0.52,267,14,0.298,0.37,0.536,1.19,60000
박석민,18  3B,-0.64,375,16,0.255,0.36,0.456,1.11,75000
이택근,18  CF,-0.99,356,4,0.308,0.385,0.435,1.03,50000
정근우,18  2B,-1.22,425,11,0.304,0.377,0.461,1.0,70000
하주석,18  SS,1.26,517,9,0.254,0.3,0.364,0.96,12000
정훈,18  1B,0.13,194,7,0.305,0.361,0.494,0.89,10000
이진영,18  DH,-0.27,312,3,0.318,0.37,0.417,0.87,40000
김동엽,18  LF,-0.32,446,27,0.252,0.285,0.48,0.84,11500
모창민,18  3B,-0.66,314,17,0.279,0.328,0.498,0.83,18500
한승택,18  C,0.72,101,3,0.247,0.316,0.416,0.79,7500
정상호,18  C,1.04,128,1,0.223,0.304,0.286,0.78,50000
김헌곤,18  LF,-1.9,586,11,0.3,0.375,0.423,0.74,8500
김재현,18  CF,0.28,77,1,0.277,0.39,0.369,0.73,4500
오태곤,18  1B,0.1,374,12,0.254,0.31,0.421,0.68,8300
정성훈,18  1B,-0.2,205,4,0.295,0.366,0.421,0.64,10000
유재신,18  CF,-0.05,40,1,0.424,0.525,0.667,0.63,6500
김회성,18  1B,-0.05,102,4,0.259,0.364,0.459,0.61,5800
서건창,18  2B,-0.34,160,0,0.34,0.399,0.426,0.61,38000
박준태,18  CF,0.1,150,5,0.228,0.345,0.407,0.6,3800
김태균,18  DH,-0.66,271,10,0.315,0.358,0.476,0.6,140000
이해창,18  C,0.87,174,8,0.216,0.266,0.389,0.59,7100
서상우,18  LF,0.14,84,2,0.29,0.393,0.377,0.56,3500
문규현,18  SS,0.35,349,6,0.275,0.309,0.399,0.52,18000
조수행,18  CF,0.23,198,1,0.279,0.311,0.372,0.49,4500
박동원,18  C,0.29,128,6,0.248,0.302,0.427,0.48,18000
정진호,18  CF,-0.33,299,2,0.301,0.348,0.375,0.48,8500
나경민,18  CF,0.2,71,0,0.263,0.4,0.298,0.46,5800
박한이,18  RF,-0.79,392,10,0.284,0.363,0.418,0.46,25000
김문호,18  LF,0.16,115,2,0.25,0.336,0.38,0.42,15000
김규민,18  LF,-0.57,336,3,0.295,0.361,0.369,0.39,2900
양성우,18  LF,0.06,236,2,0.254,0.335,0.325,0.35,10000
최진행,18  DH,0.3,154,7,0.213,0.305,0.39,0.35,19000
장성우,18  C,-0.03,393,13,0.258,0.321,0.404,0.3,7300
김성현,18  2B,-0.27,462,4,0.277,0.336,0.357,0.29,25000
김인태,18  RF,0.05,109,1,0.263,0.343,0.368,0.27,3200
최영진,18  3B,0.12,140,4,0.294,0.341,0.444,0.24,3300
박승욱,18  SS,-0.2,79,0,0.308,0.416,0.354,0.23,4500
백민기,18  LF,-0.06,34,1,0.222,0.353,0.407,0.22,3000
백용환,18  C,0.1,57,0,0.277,0.393,0.298,0.21,5300
백상원,18  2B,0.06,8,0,0.5,0.625,0.5,0.2,9000
서동욱,18  2B,0.41,56,0,0.204,0.286,0.265,0.19,18500
최원준,18  SS,-0.09,331,4,0.272,0.324,0.364,0.18,7500
정범모,18  C,1.08,219,4,0.179,0.25,0.289,0.17,5500
유민상,18  1B,-0.09,58,3,0.271,0.362,0.542,0.16,4500
최준석,18  1B,-0.24,179,4,0.255,0.352,0.353,0.15,5500
국해성,18  LF,-0.02,28,0,0.333,0.429,0.458,0.14,5000
채태인,18  1B,-1.08,420,15,0.293,0.356,0.46,0.14,20000
양종민,18  3B,0.1,15,0,0.286,0.333,0.429,0.14,2900
전민수,18  RF,0.21,35,0,0.172,0.294,0.276,0.13,5100
강상원,18  CF,0.25,7,0,0.0,0.143,0.0,0.13,3000
하준호,18  LF,0.38,26,1,0.136,0.136,0.318,0.12,5700
도태훈,18  2B,0.06,42,1,0.229,0.357,0.314,0.11,3000
김태진,18  3B,-0.14,35,1,0.355,0.412,0.452,0.11,3000
이대수,18  3B,0.06,6,0,0.2,0.2,0.4,0.1,7000
최원제,18  1B,0.07,13,0,0.273,0.385,0.273,0.09,3200
이동훈,18  CF,0.12,50,1,0.239,0.3,0.326,0.06,3300
김종민,18  C,0.14,4,0,0.0,0.0,0.0,0.05,5300
김민혁,18  1B,-0.01,58,2,0.226,0.293,0.377,0.05,3000
허도환,18  C,0.03,24,1,0.273,0.333,0.409,0.04,6800
이창진,18  CF,0.17,30,0,0.172,0.2,0.207,0.04,3100
김재현,18  C,0.77,234,3,0.228,0.293,0.307,0.04,4500
정의윤,18  RF,-0.64,239,11,0.272,0.335,0.465,0.02,30000
박정권,18  1B,0.11,31,2,0.172,0.226,0.379,0.02,40000
장영석,18  3B,-0.21,221,7,0.224,0.312,0.408,0.01,6000
김상수,18  SS,0.22,499,10,0.263,0.314,0.362,0.0,24000
이영욱,18  CF,0.06,16,0,0.125,0.125,0.125,0.0,6500
강한울,18  SS,0.37,209,0,0.259,0.306,0.306,-0.01,15500
김정후,18  P,0.0,1,0,0.0,0.0,0.0,-0.02,3500
김응민,18  C,0.0,1,0,0.0,0.0,0.0,-0.02,3000
헥터,18  P,0.0,1,0,0.0,0.0,0.0,-0.02,170000
이대형,18  CF,0.0,1,0,0.0,0.0,0.0,-0.02,20000
강지광,18  P,0.0,1,0,0.0,0.0,0.0,-0.02,3000
이윤재,18  C,0.0,1,0,0.0,0.0,0.0,-0.02,3000
이민호,18  P,0.0,1,0,0.0,0.0,0.0,-0.02,18800
장승현,18  C,-0.09,16,0,0.385,0.429,0.385,-0.02,2800
최승준,18  1B,-0.18,79,4,0.25,0.316,0.458,-0.02,5600
홍창기,18  CF,0.03,25,0,0.167,0.4,0.278,-0.03,3000
김재현,18  SS,-0.01,1,0,0.0,0.0,0.0,-0.03,4500
김태연,18  3B,-0.21,30,0,0.192,0.276,0.231,-0.04,3000
조홍석,18  CF,0.17,71,0,0.226,0.314,0.242,-0.04,2800
김민수,18  C,0.03,6,0,0.167,0.167,0.167,-0.04,3300
배정대,18  CF,0.0,5,0,0.2,0.2,0.2,-0.05,3800
김성윤,18  LF,0.0,2,0,0.0,0.0,0.0,-0.05,3000
조동찬,18  3B,0.13,59,1,0.222,0.276,0.296,-0.05,40000
김사훈,18  C,0.08,79,0,0.23,0.25,0.27,-0.05,4000
이인행,18  RF,-0.04,1,0,0.0,0.0,0.0,-0.06,3200
이우성,18  RF,-0.04,199,4,0.226,0.303,0.345,-0.07,2800
김용의,18  1B,0.12,185,0,0.233,0.298,0.245,-0.07,9000
손시헌,18  SS,0.14,150,2,0.188,0.295,0.266,-0.07,50000
장시윤,18  SS,-0.02,2,0,0.0,0.0,0.0,-0.08,3600
김지열,18  RF,-0.13,48,1,0.2,0.25,0.356,-0.09,4000
김민하,18  LF,0.12,108,3,0.216,0.274,0.351,-0.09,3200
김영환,18  3B,-0.01,4,0,0.0,0.0,0.0,-0.12,3000
황경태,18  SS,-0.09,13,0,0.231,0.231,0.385,-0.12,2800
안주형,18  2B,-0.09,8,0,0.25,0.25,0.25,-0.12,3100
윤진호,18  SS,0.08,61,0,0.208,0.263,0.264,-0.12,4200
강승호,18  SS,-0.24,212,3,0.255,0.33,0.359,-0.13,6600
백창수,18  LF,-0.29,169,3,0.243,0.314,0.414,-0.13,5000
송민섭,18  LF,0.31,29,0,0.148,0.179,0.148,-0.13,3000
이종욱,18  CF,0.38,128,1,0.23,0.252,0.311,-0.13,20000
정현,18  3B,-0.18,132,2,0.265,0.317,0.376,-0.14,7800
이성곤,18  1B,-0.12,19,0,0.188,0.316,0.188,-0.15,3000
김주형,18  3B,-0.01,8,0,0.125,0.125,0.125,-0.16,7500
권정웅,18  C,-0.05,8,0,0.0,0.0,0.0,-0.16,4500
최정민,18  2B,-0.23,95,2,0.253,0.319,0.349,-0.18,5500
허정협,18  RF,-0.11,24,0,0.25,0.25,0.333,-0.18,4500
박광열,18  C,0.02,30,0,0.16,0.276,0.16,-0.18,3600
윤정우,18  CF,-0.12,43,1,0.25,0.302,0.375,-0.19,3000
남태혁,18  1B,-0.03,11,0,0.182,0.182,0.182,-0.2,3300
박정음,18  LF,0.05,17,1,0.063,0.118,0.25,-0.2,5500
예진원,18  CF,0.0,7,0,0.143,0.143,0.143,-0.2,2700
강진성,18  3B,0.1,75,0,0.235,0.274,0.279,-0.21,3000
김재율,18  3B,-0.16,41,0,0.222,0.317,0.306,-0.21,6800
고종욱,18  LF,-0.68,351,6,0.279,0.309,0.4,-0.22,11000
김동욱,18  1B,-0.05,12,0,0.091,0.167,0.091,-0.22,4000
오윤석,18  2B,-0.08,13,0,0.167,0.231,0.167,-0.23,3100
홍성갑,18  LF,0.04,8,0,0.0,0.0,0.0,-0.24,3000
윤병호,18  RF,-0.07,37,0,0.182,0.25,0.212,-0.25,3500
오정복,18  LF,-0.05,7,0,0.0,0.0,0.0,-0.26,7000
박헌도,18  LF,-0.08,31,0,0.115,0.258,0.154,-0.26,7200
임훈,18  RF,0.03,88,2,0.229,0.256,0.337,-0.26,7000
김지수,18  SS,-0.05,39,0,0.147,0.256,0.147,-0.27,6200
정경운,18  SS,0.08,16,0,0.067,0.063,0.067,-0.28,3300
이흥련,18  C,-0.09,7,0,0.0,0.0,0.0,-0.29,7500
조용호,18  LF,0.05,14,0,0.077,0.077,0.077,-0.3,6200
이성우,18  C,0.05,134,0,0.242,0.292,0.283,-0.32,9000
신진호,18  C,-0.2,25,0,0.182,0.28,0.182,-0.32,2800
주효상,18  C,0.29,126,1,0.218,0.295,0.273,-0.33,3500
신성현,18  3B,-0.1,27,1,0.167,0.222,0.292,-0.33,5700
박찬도,18  CF,-0.34,82,0,0.233,0.309,0.315,-0.37,5000
황진수,18  3B,-0.25,26,1,0.167,0.231,0.333,-0.39,6200
김태완,18  DH,0.0,74,1,0.197,0.27,0.273,-0.4,6000
오준혁,18  LF,0.08,50,0,0.136,0.204,0.136,-0.41,4200
김재환,17  LF,-0.72,636,35,0.34,0.429,0.603,7.71,20000
김하성,17  SS,2.66,601,23,0.302,0.376,0.513,7.12,22000
최정,17  3B,1.4,527,46,0.316,0.427,0.684,7.1,120000
나성범,17  RF,1.09,561,24,0.347,0.415,0.584,6.86,35000
손아섭,17  RF,0.37,667,20,0.335,0.42,0.514,6.25,65000
박건우,17  CF,-0.42,543,20,0.366,0.424,0.582,6.06,19500
최형우,17  LF,-1.53,629,26,0.342,0.45,0.576,5.82,150000
구자욱,17  RF,0.0,647,21,0.31,0.383,0.527,5.26,16000
김선빈,17  SS,0.95,529,5,0.37,0.42,0.477,5.22,8000
로사리오,17  1B,-1.48,510,37,0.339,0.414,0.661,4.93,150000
박민우,17  2B,0.31,452,3,0.363,0.441,0.472,4.84,25000
스크럭스,17  1B,-0.7,518,35,0.3,0.402,0.595,4.8,80000
오재일,17  1B,-0.26,466,26,0.306,0.378,0.561,4.7,19800
서건창,17  2B,0.33,615,6,0.332,0.403,0.429,4.51,40000
박용택,17  DH,-1.09,596,14,0.344,0.424,0.479,4.49,80000
양의지,17  C,2.13,406,14,0.277,0.373,0.441,4.47,48000
송광민,17  3B,1.7,473,13,0.327,0.356,0.476,4.45,20000
러프,17  1B,-1.3,591,31,0.315,0.396,0.569,4.37,110000
번즈,17  2B,1.7,468,15,0.303,0.361,0.499,4.18,60000
안치홍,17  2B,-0.24,545,21,0.316,0.373,0.513,4.17,22000
버나디나,17  CF,-0.95,621,27,0.32,0.372,0.54,4.17,75000
권희동,17  LF,0.87,554,19,0.286,0.371,0.458,4.1,6800
손시헌,17  SS,1.4,391,5,0.35,0.386,0.447,3.96,40000
강민호,17  C,1.4,515,22,0.285,0.361,0.482,3.89,100000
박해민,17  CF,1.63,638,7,0.284,0.338,0.393,3.8,23000
김민성,17  3B,1.45,530,15,0.282,0.345,0.436,3.74,37000
김재호,17  SS,1.56,331,7,0.293,0.371,0.438,3.66,65000
이명기,17  RF,0.66,512,9,0.332,0.371,0.459,3.59,15000
정근우,17  2B,0.55,442,11,0.33,0.392,0.471,3.54,70000
한동민,17  RF,-0.42,414,29,0.294,0.396,0.614,3.53,7000
나지완,17  DH,-1.28,551,27,0.301,0.405,0.534,3.44,60000
전준우,17  CF,0.38,496,18,0.321,0.37,0.503,3.44,20500
에반스,17  1B,-0.63,581,27,0.296,0.372,0.49,3.35,68000
김태군,17  C,2.59,420,3,0.265,0.333,0.343,3.3,21000
유강남,17  C,1.19,364,17,0.278,0.335,0.475,3.28,10000
이정후,17  CF,-1.17,622,2,0.324,0.395,0.417,3.11,2700
이대호,17  1B,-1.14,608,34,0.32,0.391,0.533,2.96,250000
로하스,17  CF,0.15,367,18,0.301,0.351,0.56,2.86,40000
이성열,17  DH,-0.35,318,21,0.307,0.364,0.596,2.85,23000
모창민,17  3B,-0.38,527,17,0.312,0.361,0.485,2.8,11700
하주석,17  SS,1.51,470,11,0.285,0.328,0.44,2.78,9000
김태균,17  DH,-1.35,407,17,0.34,0.413,0.545,2.55,160000
양석환,17  1B,0.54,496,14,0.263,0.326,0.431,2.44,9000
김주찬,17  1B,-0.57,478,12,0.309,0.359,0.489,2.41,60000
최진행,17  DH,0.04,289,13,0.306,0.375,0.539,2.28,17000
박세혁,17  C,1.31,237,5,0.284,0.354,0.398,2.2,6000
이종욱,17  CF,0.31,355,5,0.308,0.371,0.403,2.2,50000
김성현,17  2B,2.01,429,4,0.271,0.335,0.339,2.19,28000
초이스,17  RF,0.08,201,17,0.307,0.388,0.653,2.16,20000
이승엽,17  DH,-0.72,533,24,0.28,0.347,0.517,2.02,100000
박경수,17  2B,0.21,511,15,0.262,0.352,0.43,1.97,23000
오지환,17  SS,0.27,390,8,0.272,0.362,0.407,1.96,35000
로맥,17  1B,-0.6,416,31,0.242,0.344,0.554,1.89,30000
노수광,17  RF,0.73,425,6,0.285,0.34,0.395,1.8,6800
유한준,17  RF,-0.73,497,13,0.306,0.37,0.436,1.78,60000
최주환,17  2B,-0.5,452,7,0.301,0.37,0.424,1.75,10000
이형종,17  LF,0.22,434,9,0.265,0.351,0.385,1.75,6000
김문호,17  LF,0.42,448,2,0.292,0.372,0.356,1.73,14000
민병헌,17  RF,-1.3,520,14,0.304,0.389,0.445,1.69,55000
최재훈,17  C,1.69,309,1,0.257,0.34,0.305,1.63,5800
채태인,17  1B,-1.0,384,12,0.322,0.388,0.5,1.61,30000
정성훈,17  1B,-0.21,321,6,0.312,0.4,0.428,1.6,30000
손주인,17  2B,0.75,334,5,0.279,0.329,0.374,1.6,20000
박동원,17  C,0.81,284,11,0.27,0.32,0.434,1.59,20000
류지혁,17  SS,1.24,330,3,0.259,0.317,0.36,1.54,5700
정의윤,17  RF,-0.83,381,15,0.321,0.367,0.496,1.53,30000
히메네스,17  3B,0.62,198,7,0.276,0.333,0.436,1.5,70000
강한울,17  SS,1.26,448,0,0.303,0.344,0.34,1.48,9000
김동엽,17  LF,-0.34,428,22,0.277,0.329,0.496,1.45,4700
김호령,17  CF,0.86,105,1,0.267,0.343,0.389,1.42,9500
나주환,17  SS,-0.15,452,19,0.291,0.329,0.489,1.4,15000
차일목,17  C,1.36,112,1,0.207,0.324,0.272,1.25,17000
박정권,17  1B,0.39,345,16,0.256,0.328,0.466,1.21,40000
이호준,17  DH,-0.01,187,7,0.299,0.366,0.488,1.14,75000
이해창,17  C,0.62,283,11,0.272,0.322,0.445,1.13,4500
서동욱,17  2B,-0.24,366,7,0.282,0.352,0.42,1.1,15000
고종욱,17  LF,-0.82,453,8,0.312,0.349,0.462,1.1,12000
윤석민,17  DH,-1.93,586,20,0.312,0.357,0.483,1.09,125000
양성우,17  LF,-0.38,417,2,0.277,0.363,0.372,1.04,8000
안익훈,17  CF,-0.06,248,1,0.32,0.379,0.356,1.03,5000
이대수,17  3B,0.7,124,0,0.276,0.35,0.343,0.95,35000
조수행,17  CF,0.86,52,0,0.277,0.346,0.319,0.94,3600
이범호,17  3B,-1.87,447,25,0.272,0.365,0.505,0.92,65000
신본기,17  SS,1.04,381,5,0.237,0.313,0.317,0.9,5500
김성욱,17  CF,0.24,347,6,0.247,0.315,0.39,0.87,10000
이천웅,17  LF,-0.13,266,2,0.284,0.366,0.371,0.87,9300
정병곤,17  2B,0.86,82,2,0.216,0.275,0.297,0.79,3500
황진수,17  3B,0.04,133,1,0.291,0.359,0.402,0.79,2800
정상호,17  C,0.71,150,3,0.263,0.308,0.35,0.77,50000
지석훈,17  2B,0.28,304,6,0.239,0.318,0.366,0.73,14900
김헌곤,17  LF,-0.66,404,9,0.264,0.331,0.388,0.7,5000
백창수,17  LF,-0.41,122,4,0.327,0.412,0.535,0.67,4200
전민수,17  RF,0.56,145,1,0.277,0.331,0.362,0.66,5000
이원석,17  3B,-0.37,459,18,0.265,0.323,0.45,0.66,30000
오정복,17  LF,-0.63,213,2,0.354,0.395,0.451,0.65,7000
장영석,17  3B,-0.97,212,12,0.269,0.358,0.538,0.64,3600
조동찬,17  3B,-0.43,393,10,0.289,0.344,0.439,0.62,40000
김태완,17  DH,-0.03,100,4,0.311,0.38,0.5,0.59,5000
나경민,17  CF,0.43,129,1,0.256,0.307,0.359,0.59,3600
최원준,17  SS,-0.13,174,3,0.308,0.351,0.462,0.56,3100
강승호,17  SS,1.0,268,5,0.25,0.272,0.383,0.53,3500
한승택,17  C,0.76,91,0,0.229,0.289,0.277,0.53,3100
김경언,17  RF,0.09,118,5,0.248,0.331,0.457,0.51,20000
오태곤,17  1B,-0.14,410,9,0.283,0.318,0.439,0.46,6000
이진영,17  DH,-0.29,285,2,0.289,0.335,0.418,0.45,40000
김강민,17  CF,0.53,203,5,0.219,0.296,0.339,0.43,60000
이우민,17  LF,0.2,215,4,0.254,0.343,0.357,0.41,6000
심우준,17  3B,-0.1,303,4,0.287,0.314,0.395,0.38,5000
이용규,17  CF,0.15,200,0,0.263,0.332,0.318,0.36,90000
문규현,17  SS,0.36,337,6,0.27,0.295,0.391,0.35,12000
김주현,17  1B,0.15,43,0,0.265,0.419,0.324,0.33,3400
허정협,17  RF,-0.39,266,9,0.237,0.34,0.395,0.32,3300
장민석,17  CF,0.59,327,1,0.278,0.311,0.318,0.31,10000
박헌도,17  LF,-0.09,130,4,0.257,0.354,0.398,0.31,5600
정훈,17  2B,-0.1,136,1,0.248,0.376,0.385,0.29,15000
박정음,17  LF,0.23,162,2,0.243,0.323,0.329,0.28,6600
오재원,17  2B,-0.04,390,7,0.237,0.332,0.353,0.27,55000
허경민,17  3B,-0.03,422,3,0.257,0.327,0.347,0.26,30000
최영진,17  3B,-0.01,22,1,0.2,0.238,0.55,0.25,3000
채은성,17  RF,0.25,372,2,0.267,0.323,0.339,0.25,16000
이홍구,17  C,0.54,110,10,0.188,0.239,0.515,0.22,10000
김준완,17  LF,0.32,144,0,0.25,0.331,0.282,0.21,7000
송성문,17  3B,-0.13,90,1,0.273,0.36,0.338,0.21,3000
정진호,17  CF,-0.75,224,5,0.283,0.345,0.434,0.2,4700
남태혁,17  1B,0.09,68,2,0.25,0.324,0.367,0.18,3000
박석민,17  3B,-1.39,382,14,0.245,0.369,0.423,0.13,75000
황윤호,17  2B,0.21,17,0,0.133,0.235,0.267,0.11,3000
조용호,17  LF,-0.33,225,0,0.272,0.365,0.319,0.11,3100
오준혁,17  LF,0.13,13,0,0.25,0.308,0.25,0.1,4200
이택근,17  CF,-0.61,269,3,0.278,0.347,0.386,0.09,50000
이상호,17  2B,-0.82,241,0,0.335,0.36,0.37,0.08,4800
서상우,17  LF,0.09,17,1,0.077,0.294,0.308,0.07,5500
로니,17  1B,-0.27,93,3,0.278,0.366,0.456,0.06,25000
김강률,17  P,0.0,1,0,1.0,1.0,1.0,0.05,6200
박윤,17  1B,-0.02,18,0,0.313,0.389,0.375,0.05,3600
이재율,17  CF,0.16,27,0,0.167,0.231,0.167,0.05,3000
이호신,17  LF,0.12,8,0,0.143,0.25,0.143,0.05,4000
정찬헌,17  P,0.0,1,0,1.0,1.0,1.0,0.05,4500
이병규,17  LF,0.15,48,0,0.205,0.271,0.25,0.05,12000
임병욱,17  CF,-0.01,46,1,0.238,0.283,0.381,0.04,6500
이창열,17  2B,0.02,1,0,0.0,0.0,0.0,0.04,3200
최경철,17  C,-0.31,39,2,0.313,0.41,0.563,0.04,10000
박유연,17  C,0.04,3,0,0.333,0.333,0.333,0.04,2700
최정민,17  2B,-0.01,9,0,0.333,0.333,0.444,0.02,5500
김용의,17  CF,0.02,189,0,0.268,0.344,0.329,0.02,12000
박성한,17  SS,0.12,4,0,0.0,0.0,0.0,0.02,2700
김인태,17  RF,0.22,44,2,0.186,0.205,0.349,0.01,3000
김상수,17  SS,0.0,154,3,0.264,0.291,0.375,0.01,31000
문선재,17  LF,-0.13,107,2,0.261,0.333,0.413,0.0,8000
최원제,17  1B,0.05,18,0,0.222,0.222,0.389,0.0,3300
이진영,17  RF,-0.05,8,0,0.4,0.625,0.4,0.0,40000
이성규,17  2B,0.22,20,0,0.118,0.211,0.118,-0.01,3000
이성곤,17  1B,0.02,5,0,0.2,0.2,0.2,-0.01,2800
최정용,17  2B,0.04,8,0,0.333,0.429,0.333,-0.01,3500
이인행,17  2B,0.05,3,0,0.0,0.0,0.0,-0.01,3100
장준원,17  SS,0.04,5,0,0.0,0.0,0.0,-0.02,3200
정진기,17  CF,-0.05,212,11,0.234,0.281,0.437,-0.02,2900
전유수,17  P,0.01,1,0,0.0,0.0,0.0,-0.02,11000
김회성,17  1B,-0.29,103,3,0.235,0.343,0.388,-0.02,5500
유민상,17  1B,-0.05,33,1,0.233,0.303,0.367,-0.03,4500
김종호,17  LF,0.01,2,0,0.0,0.0,0.0,-0.04,15000
노경은,17  P,0.01,2,0,0.0,0.0,0.0,-0.04,16000
이우성,17  RF,0.01,2,0,0.0,0.0,0.0,-0.04,2800
이종환,17  RF,0.01,2,0,0.0,0.0,0.0,-0.05,6000
강지광,17  RF,0.0,2,0,0.0,0.0,0.0,-0.05,3000
장성우,17  C,-0.1,348,8,0.231,0.328,0.357,-0.06,5000
허도환,17  C,-0.06,49,1,0.225,0.326,0.375,-0.07,7800
조평호,17  1B,-0.01,52,1,0.227,0.333,0.364,-0.07,3500
정범모,17  C,-0.13,50,1,0.256,0.333,0.372,-0.07,5500
윤요섭,17  C,-0.1,43,2,0.231,0.302,0.41,-0.07,5600
이영욱,17  CF,0.01,4,0,0.0,0.0,0.0,-0.07,6500
최승준,17  1B,-0.12,98,6,0.233,0.296,0.478,-0.07,6200
오선진,17  3B,-0.88,209,2,0.31,0.371,0.402,-0.09,7600
신진호,17  C,0.04,12,0,0.083,0.083,0.167,-0.09,2700
김재현,17  CF,0.05,4,0,0.0,0.0,0.0,-0.09,7000
홍성갑,17  LF,-0.01,8,0,0.143,0.25,0.143,-0.1,3600
김대우,17  P,0.03,22,0,0.2,0.238,0.3,-0.1,15000
최준석,17  DH,-1.96,464,14,0.291,0.364,0.43,-0.1,40000
김지성,17  3B,-0.14,49,2,0.234,0.265,0.426,-0.11,3800
신종길,17  RF,0.01,90,1,0.241,0.278,0.361,-0.12,9800
김동한,17  3B,-0.26,205,3,0.236,0.292,0.393,-0.12,3800
윤진호,17  SS,-0.12,3,0,0.333,0.333,0.333,-0.12,4000
김주현,17  LF,-0.04,4,0,0.0,0.0,0.0,-0.13,3400
김정혁,17  3B,-0.23,91,0,0.274,0.319,0.333,-0.15,4300
워스,17  DH,-0.07,11,0,0.111,0.273,0.111,-0.16,70000
국해성,17  LF,-0.05,96,3,0.209,0.281,0.349,-0.17,5000
강경학,17  SS,-0.04,93,0,0.214,0.29,0.262,-0.18,6200
성의준,17  3B,-0.06,8,0,0.0,0.143,0.0,-0.18,3500
박한이,17  RF,-0.37,134,4,0.263,0.333,0.441,-0.19,45000
최병연,17  3B,-0.14,2,0,0.0,0.0,0.0,-0.19,3300
임훈,17  RF,-0.09,85,0,0.293,0.318,0.305,-0.19,10000
고장혁,17  SS,0.07,40,0,0.237,0.231,0.316,-0.19,4300
윤병호,17  RF,0.05,58,0,0.2,0.228,0.255,-0.19,3000
우동균,17  RF,0.03,13,0,0.0,0.077,0.0,-0.2,5500
백용환,17  C,-0.03,20,0,0.176,0.3,0.176,-0.2,5500
김민수,17  3B,-0.04,19,0,0.176,0.222,0.176,-0.21,3000
김재유,17  CF,-0.17,1,0,0.0,0.0,0.0,-0.21,3000
나성용,17  1B,-0.05,11,0,0.182,0.182,0.182,-0.22,3900
김만수,17  C,-0.16,6,0,0.167,0.167,0.167,-0.23,3000
배영섭,17  LF,-1.38,244,6,0.303,0.365,0.445,-0.25,15000
유재신,17  CF,-0.14,20,0,0.222,0.263,0.222,-0.26,6500
이성우,17  C,-0.33,125,1,0.279,0.322,0.351,-0.26,6000
임익준,17  2B,-0.41,47,0,0.25,0.372,0.278,-0.27,3500
서예일,17  SS,-0.27,25,0,0.261,0.292,0.348,-0.28,3100
조영훈,17  1B,0.0,46,1,0.15,0.244,0.275,-0.28,15000
김사연,17  RF,-0.14,52,0,0.216,0.216,0.255,-0.28,4000
김혜성,17  2B,-0.21,17,0,0.188,0.235,0.313,-0.29,2700
김상호,17  DH,-0.08,114,0,0.228,0.316,0.277,-0.33,6000
황목치승,17  SS,-0.14,34,0,0.207,0.25,0.207,-0.34,5000
김연훈,17  SS,-0.06,26,0,0.167,0.16,0.25,-0.35,4100
김종민,17  C,-0.12,24,0,0.136,0.208,0.136,-0.36,5500
정현석,17  RF,-0.07,12,0,0.0,0.0,0.0,-0.37,7500
최형우,16  LF,-0.69,618,31,0.376,0.464,0.651,7.46,70000
히메네스,16  3B,2.06,579,26,0.308,0.363,0.526,7.14,50000
김태균,16  DH,-0.96,652,23,0.365,0.475,0.569,6.97,160000
